stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
70223,70223,Summit Avenue,,,,42.34112,-71.125652,,,,level_median,0,place-sumav,2,Brookline,,,0
70224,70224,Summit Avenue,,,,42.341027,-71.125759,,,,level_median,0,place-sumav,2,Brookline,,,0
place-ER-0208,place-ER-0208,North Beverly,,,,42.583779,-70.883851,CR-zone-5,,,,1,,1,Beverly,,,
place-ER-0208-0,place-ER-0208-0,platform 0,,,,42.583779,-70.883851,CR-zone-5,,,,0,place-ER-0208,1,Beverly,,,2
place-ER-0208-1,place-ER-0208-1,platform 1,,,,42.583779,-70.883851,CR-zone-5,,,,0,place-ER-0208,1,Beverly,,,2
place-haecl,place-haecl,Haymarket,,,,42.363021,-71.05829,,,,,1,,1,Boston,,,
70024,70024,Haymarket,,,,42.363021,-71.05829,,,,level_-1_orange_platform,0,place-haecl,1,Boston,,,1
70025,70025,Haymarket,,,,42.363021,-71.05829,,,,level_-1_orange_platform,0,place-haecl,1,Boston,,,1
70203,70203,Haymarket,,,,42.363021,-71.05829,,,,level_-1_green_platform,0,place-haecl,1,Boston,,,0
70204,70204,Haymarket,,,,42.363021,-71.05829,,,,level_-1_green_platform,0,place-haecl,1,Boston,,,0
place-chels,place-chels,Chelsea,,,,42.397071,-71.042102,,,,,1,,1,Chelsea,,,
place-buwst,place-buwst,Boston University West,,,,42.350941,-71.113876,,,,,1,,2,Boston,,,
70142,70142,Boston University West,,,,42.350765,-71.113133,,,,level_median,0,place-buwst,2,Boston,,,0
70143,70143,Boston University West,,,,42.350894,-71.113645,,,,level_median,0,place-buwst,2,Boston,,,0
place-smmnl,place-smmnl,Shawmut,,,,42.293126,-71.065738,,,,,1,,1,Boston,,,
70091,70091,Shawmut,,,,42.293126,-71.065738,,,,level_-1_platform,0,place-smmnl,1,Boston,,,1
70092,70092,Shawmut,,,,42.293126,-71.065738,,,,level_-1_platform,0,place-smmnl,1,Boston,,,1
place-GB-0254,place-GB-0254,Manchester,,,,42.573687,-70.77009,CR-zone-6,,,,1,,1,Manchester-by-the-Sea,,,
place-GB-0254-0,place-GB-0254-0,platform 0,,,,42.573687,-70.77009,CR-zone-6,,,,0,place-GB-0254,1,Manchester-by-the-Sea,,,2
place-GB-0254-1,place-GB-0254-1,platform 1,,,,42.573687,-70.77009,CR-zone-6,,,,0,place-GB-0254,1,Manchester-by-the-Sea,,,2
place-andrw,place-andrw,Andrew,,,,42.330154,-71.057655,,,,,1,,1,Boston,,,
70083,70083,Andrew,,,,42.330154,-71.057655,,,,level_-2_platform,0,place-andrw,1,Boston,,,1
70084,70084,Andrew,,,,42.330154,-71.057655,,,,level_-2_platform,0,place-andrw,1,Boston,,,1
place-miltt,place-miltt,Milton,,,,42.270306,-71.067673,,,,,1,,1,Milton,,,
place-WML-0214,place-WML-0214,Framingham,,,,42.276108,-71.420055,CR-zone-5,,,,1,,1,Framingham,,,
Framingham,Framingham,Framingham,,,,42.276108,-71.420055,CR-zone-5,,,,0,place-WML-0214,1,Framingham,,,2
place-FB-0148,place-FB-0148,Norwood Central,,,,42.188775,-71.199665,CR-zone-3,,,,1,,1,Norwood,,,
Norwood Central,Norwood Central,Norwood Central,,,,42.188775,-71.199665,CR-zone-3,,,,0,place-FB-0148,1,Norwood,,,2
place-FR-0064,place-FR-0064,Belmont,,,,42.395896,-71.17619,CR-zone-1,,,,1,,2,Belmont,,,
Belmont,Belmont,Belmont,,,,42.395896,-71.17619,CR-zone-1,,,,0,place-FR-0064,2,Belmont,,,2
place-fldcr,place-fldcr,Fields Corner,,,,42.300093,-71.061667,,,,,1,,1,Boston,,,
70089,70089,Fields Corner,,,,42.300093,-71.061667,,,,level_1_platform,0,place-fldcr,1,Boston,,,1
70090,70090,Fields Corner,,,,42.300093,-71.061667,,,,level_1_platform,0,place-fldcr,1,Boston,,,1
place-FB-0303,place-FB-0303,Forge Park/495,,,,42.089941,-71.43902,CR-zone-6,,,,1,,1,Franklin,,,
Forge Park / 495,Forge Park / 495,Forge Park/495,,,,42.089941,-71.43902,CR-zone-6,,,,0,place-FB-0303,1,Franklin,,,2
place-dwnxg,place-dwnxg,Downtown Crossing,,,,42.355518,-71.060225,,,,,1,,1,Boston,,,
70020,70020,Downtown Crossing,,,,42.355518,-71.060225,,,,level_-1_orange_platform,0,place-dwnxg,1,Boston,,,1
70021,70021,Downtown Crossing,,,,42.355518,-71.060225,,,,level_-1_orange_platform,0,place-dwnxg,1,Boston,,,1
70077,70077,Downtown Crossing,,,,42.355518,-71.060225,,,,level_-2_red_platform,0,place-dwnxg,1,Boston,,,1
70078,70078,Downtown Crossing,,,,42.355518,-71.060225,,,,level_-2_red_platform,0,place-dwnxg,1,Boston,,,1
place-NEC-1969,place-NEC-1969,Attleboro,,,,41.940739,-71.285094,CR-zone-7,,,,1,,1,Attleboro,,,
Attleboro,Attleboro,Attleboro,,,,41.940739,-71.285094,CR-zone-7,,,,0,place-NEC-1969,1,Attleboro,,,2
place-GRB-0162,place-GRB-0162,West Hingham,,,,42.235838,-70.902708,CR-zone-3,,,,1,,1,Hingham,,,
West Hingham,West Hingham,West Hingham,,,,42.235838,-70.902708,CR-zone-3,,,,0,place-GRB-0162,1,Hingham,,,2
place-SB-0189,place-SB-0189,Stoughton,,,,42.124084,-71.103627,CR-zone-4,,,,1,,1,Stoughton,,,
Stoughton,Stoughton,Stoughton,,,,42.124084,-71.103627,CR-zone-4,,,,0,place-SB-0189,1,Stoughton,,,2
place-NEC-1659,place-NEC-1659,Wickford Junction,,,,41.581289,-71.491147,CR-zone-10,,,,1,,1,North Kingstown,,,
Wickford Junction,Wickford Junction,Wickford Junction,,,,41.581289,-71.491147,CR-zone-10,,,,0,place-NEC-1659,1,North Kingstown,,,2
place-bbsta,place-bbsta,Back Bay,,,,42.34735,-71.075727,CR-zone-1A,,,,1,,1,Boston,,,
70014,70014,Back Bay,,,,42.34735,-71.075727,,,,level_-1_orange_platform,0,place-bbsta,1,Boston,,,1
70015,70015,Back Bay,,,,42.34735,-71.075727,,,,level_-1_orange_platform,0,place-bbsta,1,Boston,,,1
Back Bay,Back Bay,Back Bay,,,,42.34735,-71.075727,CR-zone-1A,,,level_-1_cr_platform,0,place-bbsta,1,Boston,,,2
place-bvmnl,place-bvmnl,Brookline Village,,,,42.332774,-71.116296,,,,,1,,1,Brookline,,,
70180,70180,Brookline Village,,,,42.332838,-71.116234,,,,level_ground,0,place-bvmnl,1,Brookline,,,0
70181,70181,Brookline Village,,,,42.332871,-71.116263,,,,level_ground,0,place-bvmnl,1,Brookline,,,0
place-WML-0274,place-WML-0274,Southborough,,,,42.267024,-71.524371,CR-zone-6,,,,1,,1,Southborough,,,
Southborough,Southborough,Southborough,,,,42.267024,-71.524371,CR-zone-6,,,,0,place-WML-0274,1,Southborough,,,2
place-jfk,place-jfk,JFK/UMass,,,,42.320685,-71.052391,CR-zone-1A,,,,1,,1,Boston,,,
70085,70085,JFK/UMass,,,,42.320685,-71.052391,,,,level_0_red_platform,0,place-jfk,1,Boston,,,1
70086,70086,JFK/UMass,,,,42.320685,-71.052391,,,,level_0_red_platform,0,place-jfk,1,Boston,,,1
70095,70095,JFK/UMass,,,,42.320685,-71.052391,,,,level_0_red_platform,0,place-jfk,1,Boston,,,1
70096,70096,JFK/UMass,,,,42.320685,-71.052391,,,,level_0_red_platform,0,place-jfk,1,Boston,,,1
JFK/UMASS,JFK/UMASS,JFK/UMass,,,,42.321079,-71.052155,CR-zone-1A,,,level_0.5_cr_platform,0,place-jfk,1,Boston,,,2
place-wlsta,place-wlsta,Wollaston,,,,42.266514,-71.020337,,,,,1,,1,Quincy,,,
70099,70099,Wollaston,,,,42.266514,-71.020337,,,,level_1_platform,0,place-wlsta,1,Quincy,,,1
70100,70100,Wollaston,,,,42.266514,-71.020337,,,,level_1_platform,0,place-wlsta,1,Quincy,,,1
place-rvrwy,place-rvrwy,Riverway,,,,42.331684,-71.111931,,,,,1,,2,Boston,,,
70255,70255,Riverway,,,,42.331391,-71.111925,,,,level_in_street,0,place-rvrwy,2,Boston,,,0
70256,70256,Riverway,,,,42.331871,-71.111961,,,,level_in_street,0,place-rvrwy,2,Boston,,,0
place-FR-0147,place-FR-0147,Silver Hill,,,,42.395625,-71.302357,CR-zone-3,,,,1,,2,Weston,,,
Silver Hill,Silver Hill,Silver Hill,,,,42.395625,-71.302357,CR-zone-3,,,,0,place-FR-0147,2,Weston,,,2
place-NHRML-0127,place-NHRML-0127,Anderson/Woburn,,,,42.516987,-71.144475,CR-zone-2,,,,1,,1,Woburn,,,
Anderson/ Woburn,Anderson/ Woburn,Anderson/Woburn,,,,42.516987,-71.144475,CR-zone-2,,,,0,place-NHRML-0127,1,Woburn,,,2
