route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
73-2-0,73,0,73-2-0,,,,
73-1-0,73,0,73-1-0,,,,
73-_-1,73,1,73-_-1,,,,
73-1-1,73,1,73-1-1,,,,
74-_-0,74,0,74-_-0,,,,
74-_-1,74,1,74-_-1,,,,
75-_-0,75,0,75-_-0,,,,
75-_-1,75,1,75-_-1,,,,
76-_-0,76,0,76-_-0,,,,
76-3-0,76,0,76-3-0,,,,
76-4-0,76,0,76-4-0,,,,
76-3-1,76,1,76-3-1,,,,
76-_-1,76,1,76-_-1,,,,
76-4-1,76,1,76-4-1,,,,
77-_-0,77,0,77-_-0,,,,
77-4-0,77,0,77-4-0,,,,
77-_-1,77,1,77-_-1,,,,
77-4-1,77,1,77-4-1,,,,
78-1-0,78,0,78-1-0,,,,
78-2-0,78,0,78-2-0,,,,
78-1-1,78,1,78-1-1,,,,
78-2-1,78,1,78-2-1,,,,
79-_-0,79,0,79-_-0,,,,
79-_-1,79,1,79-_-1,,,,
79-1-1,79,1,79-1-1,,,,
80-4-0,80,0,80-4-0,,,,
80-4-1,80,1,80-4-1,,,,
83-1-0,83,0,83-1-0,,,,
83-2-0,83,0,83-2-0,,,,
83-1-1,83,1,83-1-1,,,,
84-1-0,84,0,84-1-0,,,,
84-1-1,84,1,84-1-1,,,,
85-_-0,85,0,85-_-0,,,,
85-_-1,85,1,85-_-1,,,,
86-_-0,86,0,86-_-0,,,,
86-_-1,86,1,86-_-1,,,,
87-2-0,87,0,87-2-0,,,,
87-_-0,87,0,87-_-0,,,,
87-2-1,87,1,87-2-1,,,,
87-_-1,87,1,87-_-1,,,,
88-_-0,88,0,88-_-0,,,,
88-1-0,88,0,88-1-0,,,,
88-_-1,88,1,88-_-1,,,,
89-6-0,89,0,89-6-0,,,,
89-5-0,89,0,89-5-0,,,,
89-6-1,89,1,89-6-1,,,,
89-5-1,89,1,89-5-1,,,,
8993-1-0,8993,0,8993-1-0,,,,
8993-1-1,8993,1,8993-1-1,,,,
90-_-0,90,0,90-_-0,,,,
90-_-1,90,1,90-_-1,,,,
91-_-0,91,0,91-_-0,,,,
91-_-1,91,1,91-_-1,,,,
92-3-0,92,0,92-3-0,,,,
92-_-0,92,0,92-_-0,,,,
92-3-1,92,1,92-3-1,,,,
92-_-1,92,1,92-_-1,,,,
93-1-0,93,0,93-1-0,,,,
93-2-0,93,0,93-2-0,,,,
93-_-0,93,0,93-_-0,,,,
93-1-1,93,1,93-1-1,,,,
93-2-1,93,1,93-2-1,,,,
93-_-1,93,1,93-_-1,,,,
93-4-1,93,1,93-4-1,,,,
94-1-0,94,0,94-1-0,,,,
94-2-0,94,0,94-2-0,,,,
94-1-1,94,1,94-1-1,,,,
95-3-0,95,0,95-3-0,,,,
95-_-0,95,0,95-_-0,,,,
95-5-0,95,0,95-5-0,,,,
95-2-0,95,0,95-2-0,,,,
95-_-1,95,1,95-_-1,,,,
95-3-1,95,1,95-3-1,,,,
95-5-1,95,1,95-5-1,,,,
96-_-0,96,0,96-_-0,,,,
96-1-0,96,0,96-1-0,,,,
96-_-1,96,1,96-_-1,,,,
96-1-1,96,1,96-1-1,,,,
97-5-0,97,0,97-5-0,,,,
97-5-1,97,1,97-5-1,,,,
99-7-0,99,0,99-7-0,,,,
99-8-0,99,0,99-8-0,,,,
99-7-1,99,1,99-7-1,,,,
99-8-1,99,1,99-8-1,,,,
100-3-0,100,0,100-3-0,,,,
100-1-0,100,0,100-1-0,,,,
100-3-1,100,1,100-3-1,,,,
100-1-1,100,1,100-1-1,,,,
100-_-1,100,1,100-_-1,,,,
101-3-0,101,0,101-3-0,,,,
101-2-0,101,0,101-2-0,,,,
101-3-1,101,1,101-3-1,,,,
101-8-1,101,1,101-8-1,,,,
101-1-1,101,1,101-1-1,,,,
104-_-0,104,0,104-_-0,,,,
104-_-1,104,1,104-_-1,,,,
105-1-0,105,0,105-1-0,,,,
105-1-1,105,1,105-1-1,,,,
106-_-0,106,0,106-_-0,,,,
106-4-0,106,0,106-4-0,,,,
106-3-1,106,1,106-3-1,,,,
106-_-1,106,1,106-_-1,,,,
106-4-1,106,1,106-4-1,,,,
108-6-0,108,0,108-6-0,,,,
108-7-0,108,0,108-7-0,,,,
108-2-0,108,0,108-2-0,,,,
108-6-1,108,1,108-6-1,,,,
108-7-1,108,1,108-7-1,,,,
109-_-0,109,0,109-_-0,,,,
109-_-1,109,1,109-_-1,,,,
110-_-0,110,0,110-_-0,,,,
110-4-0,110,0,110-4-0,,,,
110-2-0,110,0,110-2-0,,,,
110-_-1,110,1,110-_-1,,,,
110-4-1,110,1,110-4-1,,,,
111-5-0,111,0,111-5-0,,,,
111-2-0,111,0,111-2-0,,,,
111-5-1,111,1,111-5-1,,,,
111-2-1,111,1,111-2-1,,,,
111-6-1,111,1,111-6-1,,,,
112-_-0,112,0,112-_-0,,,,
112-1-0,112,0,112-1-0,,,,
112-3-0,112,0,112-3-0,,,,
112-_-1,112,1,112-_-1,,,,
112-1-1,112,1,112-1-1,,,,
114-1-0,114,0,114-1-0,,,,
114-1-1,114,1,114-1-1,,,,
116-4-0,116,0,116-4-0,,,,
116-9-0,116,0,116-9-0,,,,
116-4-1,116,1,116-4-1,,,,
116117-7-0,116117,0,116117-7-0,,,,
116117-7-1,116117,1,116117-7-1,,,,
117-5-0,117,0,117-5-0,,,,
117-1-0,117,0,117-1-0,,,,
117-2-0,117,0,117-2-0,,,,
117-3-0,117,0,117-3-0,,,,
117-5-1,117,1,117-5-1,,,,
117-3-1,117,1,117-3-1,,,,
117-8-1,117,1,117-8-1,,,,
117-_-1,117,1,117-_-1,,,,
119-3-0,119,0,119-3-0,,,,
119-1-0,119,0,119-1-0,,,,
119-3-1,119,1,119-3-1,,,,
119-1-1,119,1,119-1-1,,,,
120-_-0,120,0,120-_-0,,,,
120-5-0,120,0,120-5-0,,,,
120-6-0,120,0,120-6-0,,,,
120-_-1,120,1,120-_-1,,,,
120-1-1,120,1,120-1-1,,,,
121-2-0,121,0,121-2-0,,,,
121-_-0,121,0,121-_-0,,,,
121-2-1,121,1,121-2-1,,,,
121-_-1,121,1,121-_-1,,,,
131-_-0,131,0,131-_-0,,,,
131-4-0,131,0,131-4-0,,,,
131-1-0,131,0,131-1-0,,,,
131-2-0,131,0,131-2-0,,,,
131-_-1,131,1,131-_-1,,,,
131-4-1,131,1,131-4-1,,,,
131-3-1,131,1,131-3-1,,,,
131-2-1,131,1,131-2-1,,,,
132-_-0,132,0,132-_-0,,,,
132-_-1,132,1,132-_-1,,,,
134-6-0,134,0,134-6-0,,,,
134-5-0,134,0,134-5-0,,,,
134-3-0,134,0,134-3-0,,,,
134-7-0,134,0,134-7-0,,,,
134-2-0,134,0,134-2-0,,,,
134-4-0,134,0,134-4-0,,,,
134-9-0,134,0,134-9-0,,,,
134-6-1,134,1,134-6-1,,,,
134-5-1,134,1,134-5-1,,,,
134-3-1,134,1,134-3-1,,,,
134-7-1,134,1,134-7-1,,,,
134-4-1,134,1,134-4-1,,,,
134-2-1,134,1,134-2-1,,,,
134-9-1,134,1,134-9-1,,,,
136-5-0,136,0,136-5-0,,,,
136-6-0,136,0,136-6-0,,,,
136-4-0,136,0,136-4-0,,,,
136-3-0,136,0,136-3-0,,,,
136-5-1,136,1,136-5-1,,,,
136-4-1,136,1,136-4-1,,,,
136-3-1,136,1,136-3-1,,,,
137-3-0,137,0,137-3-0,,,,
137-3-1,137,1,137-3-1,,,,
170-_-0,170,0,170-_-0,,,,
170-3-1,170,1,170-3-1,,,,
171-_-0,171,0,171-_-0,,,,
195-_-1,195,1,195-_-1,,,,
201-9-0,201,0,201-9-0,,,,
201-_-0,201,0,201-_-0,,,,
201-8-0,201,0,201-8-0,,,,
201-8-1,201,1,201-8-1,,,,
201-_-1,201,1,201-_-1,,,,
201-1-1,201,1,201-1-1,,,,
202-5-0,202,0,202-5-0,,,,
202-A-0,202,0,202-A-0,,,,
202-4-0,202,0,202-4-0,,,,
202-6-1,202,1,202-6-1,,,,
202-5-1,202,1,202-5-1,,,,
202-4-1,202,1,202-4-1,,,,
210-_-0,210,0,210-_-0,,,,
210-3-0,210,0,210-3-0,,,,
210-1-0,210,0,210-1-0,,,,
210-3-1,210,1,210-3-1,,,,
210-_-1,210,1,210-_-1,,,,
211-_-0,211,0,211-_-0,,,,
211-7-0,211,0,211-7-0,,,,
211-_-1,211,1,211-_-1,,,,
211-7-1,211,1,211-7-1,,,,
211-1-1,211,1,211-1-1,,,,
211-3-1,211,1,211-3-1,,,,
211-9-1,211,1,211-9-1,,,,
212-2-0,212,0,212-2-0,,,,
212-2-1,212,1,212-2-1,,,,
212-5-1,212,1,212-5-1,,,,
214-1-0,214,0,214-1-0,,,,
214-2-0,214,0,214-2-0,,,,
214-3-0,214,0,214-3-0,,,,
214-4-0,214,0,214-4-0,,,,
214-1-1,214,1,214-1-1,,,,
214-2-1,214,1,214-2-1,,,,
214216-2-0,214216,0,214216-2-0,,,,
214216-4-0,214216,0,214216-4-0,,,,
215-1-0,215,0,215-1-0,,,,
215-2-0,215,0,215-2-0,,,,
215-3-0,215,0,215-3-0,,,,
215-_-0,215,0,215-_-0,,,,
215-1-1,215,1,215-1-1,,,,
215-3-1,215,1,215-3-1,,,,
215-7-1,215,1,215-7-1,,,,
215-_-1,215,1,215-_-1,,,,
216-_-0,216,0,216-_-0,,,,
216-1-0,216,0,216-1-0,,,,
216-3-0,216,0,216-3-0,,,,
216-_-1,216,1,216-_-1,,,,
216-4-1,216,1,216-4-1,,,,
217-9-0,217,0,217-9-0,,,,
217-1-0,217,0,217-1-0,,,,
217-8-0,217,0,217-8-0,,,,
217-9-1,217,1,217-9-1,,,,
217-3-1,217,1,217-3-1,,,,
217-2-1,217,1,217-2-1,,,,
220-3-0,220,0,220-3-0,,,,
220-4-0,220,0,220-4-0,,,,
220-3-1,220,1,220-3-1,,,,
221-5-0,221,0,221-5-0,,,,
221-5-1,221,1,221-5-1,,,,
222-9-0,222,0,222-9-0,,,,
222-_-0,222,0,222-_-0,,,,
222-_-1,222,1,222-_-1,,,,
222-9-1,222,1,222-9-1,,,,
225-1-0,225,0,225-1-0,,,,
225-_-0,225,0,225-_-0,,,,
225-1-1,225,1,225-1-1,,,,
225-_-1,225,1,225-_-1,,,,
226-_-0,226,0,226-_-0,,,,
226-_-1,226,1,226-_-1,,,,
230-3-0,230,0,230-3-0,,,,
230-5-0,230,0,230-5-0,,,,
230-4-0,230,0,230-4-0,,,,
230-3-1,230,1,230-3-1,,,,
230-5-1,230,1,230-5-1,,,,
230-4-1,230,1,230-4-1,,,,
236-2-0,236,0,236-2-0,,,,
236-3-0,236,0,236-3-0,,,,
236-2-1,236,1,236-2-1,,,,
236-3-1,236,1,236-3-1,,,,
238-7-0,238,0,238-7-0,,,,
238-9-0,238,0,238-9-0,,,,
238-3-0,238,0,238-3-0,,,,
238-5-0,238,0,238-5-0,,,,
238-9-1,238,1,238-9-1,,,,
238-7-1,238,1,238-7-1,,,,
238-3-1,238,1,238-3-1,,,,
240-1-0,240,0,240-1-0,,,,
240-9-0,240,0,240-9-0,,,,
240-_-0,240,0,240-_-0,,,,
240-1-1,240,1,240-1-1,,,,
